Gene ID	Gene Name	SRR12168547	SRR12168546	SRR12168545	SRR12168544	SRR12168543	SRR12168542	SRR12168541	SRR12168540	SRR12168539	SRR12168538	SRR12168537	SRR12168536
ENSG00000278367		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278370		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278374	U4	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278376		1	1	1	2	0	0	0	2	2	1	0	2
ENSG00000278381		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278382		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278383		0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000278384		1	0	0	0	2	0	1	1	1	1	0	1
ENSG00000278385		3	2	7	6	5	0	3	6	0	6	3	1
ENSG00000278388		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278389		0	1	0	0	1	0	1	0	0	0	1	0
ENSG00000278390		1	3	2	2	3	4	5	4	1	2	3	0
ENSG00000278391		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278395		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278396		5	6	5	3	1	1	2	1	3	0	1	2
ENSG00000278399		1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278400		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278404		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278406		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278408		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278410		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278412	MIR6854	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278413		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278416	PMS2P2	7	6	9	7	7	12	8	10	7	7	8	10
ENSG00000278418	MIR6512	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000278419		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278420	MIR6819	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278421		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278422	RN7SL331P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278424		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278428		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278431		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278433	MIR6070	0	0	0	2	0	0	0	0	0	0	0	0
ENSG00000278434		0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000278438	MIR7849	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278441		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278445		0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000278446		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278447	MIR6781	1	0	0	0	0	1	2	2	0	0	0	0
ENSG00000278449	MIR6892	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278454		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278455	CICP21	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278456		0	3	5	2	1	1	9	2	0	1	2	2
ENSG00000278457		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278459	Metazoa_SRP	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278462		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278463	H2AC4	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278464		0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000278465	MIR6769B	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278467		0	0	1	0	0	0	0	1	0	1	0	0
ENSG00000278469	Metazoa_SRP	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000278472		0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000278473	IGHV3-41	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278475		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278477		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278478		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278480	ZBTB2P1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278482		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278483	MIR8087	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278484		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278485		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278486	YRDCP1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278487		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278492		0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000278493		1	1	2	4	0	2	1	3	2	0	3	2
ENSG00000278496		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278497	RN7SL759P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278498		0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000278499	NPAP1L	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278500		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278502	MIR6082	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278505	C17orf78	0	0	0	1	0	0	0	0	0	1	0	0
ENSG00000278510		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278513		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278514		1	2	0	1	2	4	1	7	1	2	1	2
ENSG00000278517	MIR6865	0	0	0	0	0	0	0	0	0	1	1	0
ENSG00000278518		1	4	3	2	1	0	2	2	0	3	1	0
ENSG00000278520	MIR7851	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000278522	POTEB3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278523	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278524	MIR6810	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278525	RN7SL607P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278526		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278527	SNORD22	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278528		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278529	MIR8070	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278530	CHMP1B2P	3	2	3	2	6	4	1	2	1	3	0	1
ENSG00000278531		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278532		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278535	DHRS11	80	89	76	80	62	77	76	75	69	64	88	86
ENSG00000278537	IGKV2OR2-8	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278540	ACACA	465	537	451	520	386	347	512	524	406	432	542	578
ENSG00000278541		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278543		2	1	0	0	0	0	0	0	0	0	0	0
ENSG00000278546		1	0	3	1	0	0	1	0	0	0	0	1
ENSG00000278549	MIR6736	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278551	RNU6-368P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278552		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278554	Metazoa_SRP	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278558	TMEM191B	2	3	2	3	0	2	0	0	1	4	0	0
ENSG00000278561	PTPN20CP	0	0	2	0	0	2	0	0	0	0	0	0
ENSG00000278569	Metazoa_SRP	0	0	0	0	0	0	1	1	0	0	0	0
ENSG00000278570	NR2E3	0	0	1	1	0	1	1	1	0	0	0	0
ENSG00000278571	MIR7161	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278572		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278573		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278576		0	1	0	0	1	0	0	0	0	0	0	0
ENSG00000278577		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278580		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278581	MIR6080	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278582	DNM1P5	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278585	SNX3P1Y	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278586		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278587		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278588	H2BC10	0	2	0	0	0	0	1	1	0	0	0	1
ENSG00000278589	ZACNP1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278590	RN7SL113P	0	0	0	0	0	0	0	1	0	1	0	0
ENSG00000278591	U2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278592		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278593		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278594		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278595		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278596	MIR6077	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278598	MIR6775	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278599	TBC1D3E	0	0	0	0	1	1	1	0	0	0	0	0
ENSG00000278600		12	9	5	3	7	2	8	10	8	2	2	4
ENSG00000278601		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278602		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278603		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278604	RN7SL429P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278607		2	0	0	0	1	0	0	0	3	0	0	0
ENSG00000278610		0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000278611	ZNF426-DT	6	9	15	12	4	4	5	7	12	9	11	10
ENSG00000278615	C11orf98	0	1	2	1	0	1	2	0	0	0	1	1
ENSG00000278616	BEND3P3	5	5	10	8	0	4	6	6	5	4	6	8
ENSG00000278617	MIR8074	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278618	MIR8069-2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278619	MRM1	27	30	48	39	35	32	52	51	33	48	65	45
ENSG00000278621	THBS1-AS1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278625		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278626		1	0	0	1	0	0	1	0	0	0	1	0
ENSG00000278627		2	0	0	1	0	0	0	0	0	0	0	0
ENSG00000278630	LINC02335	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278631	SOWAHCP5	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278633		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278635		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278636	Metazoa_SRP	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278637	H4C1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278638		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278640	Metazoa_SRP	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278641	DUX4L15	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278642		0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000278643		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278646		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278647	CDK2AP2P1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278650		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278654		0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000278655		0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000278657		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278658	MIR6826	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278661	TRAJ37	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278662	GOLGA6L10	2	2	2	2	4	0	1	3	0	4	1	1
ENSG00000278664	DUX4L10	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278665		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278667		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278668		0	0	0	1	0	0	1	3	0	0	0	0
ENSG00000278672	MIR8059	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278673		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278674		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278677	H2AC17	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278678	CYCSP41	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278681		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278683		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278684		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278685	IQCA1L	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278687		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278690		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278694		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278696	RN7SL82P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278698		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278700	Metazoa_SRP	0	0	0	0	1	0	0	2	1	0	0	0
ENSG00000278701	Metazoa_SRP	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000278702	Metazoa_SRP	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278703		1	2	0	2	0	2	5	0	0	2	0	0
ENSG00000278704		0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000278705	H4C2	0	0	3	1	2	1	1	0	0	0	0	0
ENSG00000278708		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278709	NKILA	109	115	138	133	150	138	114	102	55	59	107	112
ENSG00000278713		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278715	SNORD116-20	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278716		0	0	1	0	0	0	0	0	1	1	0	0
ENSG00000278719	MCM8-AS1	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000278720		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278722		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278724	Metazoa_SRP	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278725		0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000278727		7	2	2	6	3	4	5	1	2	0	1	0
ENSG00000278730		42	34	29	26	32	28	35	28	20	26	22	23
ENSG00000278732	Metazoa_SRP	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278733		0	1	0	1	3	0	0	0	0	0	0	0
ENSG00000278734		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278735		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278736		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278737		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278739	MIR6859-4	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278740		0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000278743		0	0	0	2	1	0	1	2	0	2	0	1
ENSG00000278744		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278745		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278746	RN7SL660P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278752		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278754		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278756	MIR6722	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278757	U6	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278761	DUX4L11	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278763	FAM27B	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278764	Metazoa_SRP	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278765		0	1	4	0	2	0	2	2	1	2	0	0
ENSG00000278766		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278768	BACE1-AS	8	16	12	6	12	8	14	9	5	6	13	4
ENSG00000278769		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278770	Metazoa_SRP	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278771	RN7SL3	5	1	0	1	4	1	4	1	0	3	0	4
ENSG00000278773		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278774	U2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278775		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278778		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278782		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278783	MIR6071	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278784		2	4	2	3	1	2	8	4	7	5	2	5
ENSG00000278785	Metazoa_SRP	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278790	DUX4L12	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278791		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278793		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278794	Metazoa_SRP	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278797		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278799	MIR6823	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278802		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278803	PWWP4	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278807		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278811	LINC00624	4	3	1	3	2	0	2	5	1	1	1	2
ENSG00000278813		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278815	Vault	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278816		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278817		1	3	6	3	2	3	3	11	3	0	3	2
ENSG00000278818	Metazoa_SRP	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278819		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278822		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278824		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278825	RN7SL640P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278828	H3C10	7	14	18	12	6	3	5	11	10	7	7	5
ENSG00000278829		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278830		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278831		0	0	1	0	0	0	1	0	0	0	0	0
ENSG00000278834		5	1	3	2	3	2	2	3	2	2	0	0
ENSG00000278837		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278838	Metazoa_SRP	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278840		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278842		0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000278845	MRPL45	265	306	324	342	263	263	277	274	216	232	246	249
ENSG00000278847		0	3	2	0	0	1	2	0	1	0	0	1
ENSG00000278848	TP53TG3F	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278849		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278851	MIR6879	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278852		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278854		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278857	IGKV1D-12	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278859		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278860		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278861		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278862		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278863		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278864		4	2	2	3	3	0	2	2	1	0	0	1
ENSG00000278865		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278866		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278867		1	2	0	0	0	0	0	0	0	0	0	0
ENSG00000278869		1	1	0	2	1	1	3	1	2	5	2	1
ENSG00000278870	OR51G1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278872		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278873	PRO1804	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278874		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278875		1	1	0	0	1	1	1	1	0	2	1	0
ENSG00000278876		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278877		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278878		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278879		0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000278880		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278881		0	0	0	0	0	0	2	1	0	0	0	0
ENSG00000278884		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278885		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278886		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278887		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278889	OR2S2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278890		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278891		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278892		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278893		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278894		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278895		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278896		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278897		0	0	0	0	0	0	1	1	0	0	0	0
ENSG00000278898		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278899		4	4	1	2	3	3	3	1	0	4	2	4
ENSG00000278900		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278901		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278902		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278903		1	0	0	0	2	2	1	0	0	0	1	1
ENSG00000278905		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278907		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278908		0	0	0	0	0	0	0	1	0	1	0	0
ENSG00000278909		0	0	0	0	0	0	0	2	0	0	0	0
ENSG00000278910	BANCR	0	0	0	0	1	0	1	0	0	0	1	1
ENSG00000278911		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278912		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278913		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278914		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278915		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278916	CEP83-DT	0	0	3	6	5	1	1	2	3	2	2	0
ENSG00000278917		1	0	1	0	2	0	0	0	0	0	0	0
ENSG00000278918		0	1	0	2	0	0	2	1	0	1	3	1
ENSG00000278920		2	1	0	2	1	0	1	4	2	0	1	0
ENSG00000278921	EPB41L4A-DT	31	37	33	19	12	29	35	17	15	20	20	16
ENSG00000278922		0	1	0	1	0	1	0	0	1	1	0	1
ENSG00000278923		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278924		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278925		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278926		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278927		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278928		0	0	2	0	0	0	0	0	0	1	0	0
ENSG00000278929		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278931		0	0	0	0	0	1	0	1	0	0	0	1
ENSG00000278932		1	1	2	0	1	2	2	1	1	0	1	0
ENSG00000278933		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278934		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278935		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278936		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278941	SMG6-IT1	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000278942		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278943		1	1	0	0	0	1	0	0	0	0	0	0
ENSG00000278944		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278945		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278946		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278948		12	9	5	11	7	7	11	9	7	7	1	5
ENSG00000278949		3	0	1	0	1	2	3	2	1	1	0	0
ENSG00000278950		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278952		1	1	3	1	1	2	1	1	0	1	1	2
ENSG00000278953		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278954		0	0	0	0	1	0	1	0	0	0	0	0
ENSG00000278955		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278957		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278958		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278959		0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000278960		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278961	SMIM34B	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278962		1	0	0	0	2	0	0	1	0	0	1	0
ENSG00000278963		0	0	1	2	0	0	0	0	0	0	0	1
ENSG00000278964		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278965		4	1	0	0	0	0	0	0	0	0	0	0
ENSG00000278966		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278967		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278969		2	1	2	0	0	0	0	0	0	0	1	0
ENSG00000278970	HEIH	109	105	120	127	102	98	101	109	89	86	97	85
ENSG00000278971		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278972		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278973		0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000278974		5	2	4	4	7	7	2	4	3	3	1	2
ENSG00000278975		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278977		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278978		6	12	4	9	6	5	5	5	5	6	4	14
ENSG00000278979		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278980		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278981		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278982		0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000278983		2	1	5	3	0	0	0	0	0	0	0	0
ENSG00000278985		0	0	0	0	0	0	1	1	0	0	0	0
ENSG00000278986		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278987		1	2	0	2	1	0	0	0	1	0	0	1
ENSG00000278988		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278989		1	1	1	0	0	0	3	1	0	0	2	1
ENSG00000278990		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278991		0	0	0	0	0	0	0	2	0	0	0	0
ENSG00000278992		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278993		4	7	9	6	5	7	9	2	3	2	2	3
ENSG00000278994		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278995		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278996		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278997		0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000278998		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278999		0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000279000	OR10A6	1	4	2	3	1	1	2	3	1	0	2	1
ENSG00000279001		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279002		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279004		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279005		0	0	0	0	0	0	0	0	0	0	0	0
